bill_id,document_id,document_type,document_size,document_mime,document_desc,url,state_link
1447131,2287116,text,16850,text/html,Introduced,https://legiscan.com/CA/text/AB525/id/2287116,http://leginfo.legislature.ca.gov/faces/billTextClient.xhtml?bill_id=202120220AB525
1447131,2382678,text,36772,text/html,Amended,https://legiscan.com/CA/text/AB525/id/2382678,http://leginfo.legislature.ca.gov/faces/billTextClient.xhtml?bill_id=202120220AB525
1447132,2287117,text,19343,text/html,Introduced,https://legiscan.com/CA/text/AB526/id/2287117,http://leginfo.legislature.ca.gov/faces/billTextClient.xhtml?bill_id=202120220AB526
1447132,2358160,text,25686,text/html,Amended,https://legiscan.com/CA/text/AB526/id/2358160,http://leginfo.legislature.ca.gov/faces/billTextClient.xhtml?bill_id=202120220AB526
1447133,2287118,text,6422,text/html,Introduced,https://legiscan.com/CA/text/AB527/id/2287118,http://leginfo.legislature.ca.gov/faces/billTextClient.xhtml?bill_id=202120220AB527
1447133,2336719,text,23191,text/html,Amended,https://legiscan.com/CA/text/AB527/id/2336719,http://leginfo.legislature.ca.gov/faces/billTextClient.xhtml?bill_id=202120220AB527
1447134,2287119,text,3751,text/html,Introduced,https://legiscan.com/CA/text/AB528/id/2287119,http://leginfo.legislature.ca.gov/faces/billTextClient.xhtml?bill_id=202120220AB528
1447134,2348960,text,38696,text/html,Amended,https://legiscan.com/CA/text/AB528/id/2348960,http://leginfo.legislature.ca.gov/faces/billTextClient.xhtml?bill_id=202120220AB528
1447134,2389148,text,32477,text/html,Amended,https://legiscan.com/CA/text/AB528/id/2389148,http://leginfo.legislature.ca.gov/faces/billTextClient.xhtml?bill_id=202120220AB528
1447135,2287120,text,8774,text/html,Introduced,https://legiscan.com/CA/text/AB529/id/2287120,http://leginfo.legislature.ca.gov/faces/billTextClient.xhtml?bill_id=202120220AB529
1447136,2287121,text,15873,text/html,Introduced,https://legiscan.com/CA/text/AB530/id/2287121,http://leginfo.legislature.ca.gov/faces/billTextClient.xhtml?bill_id=202120220AB530
1447137,2287122,text,6091,text/html,Introduced,https://legiscan.com/CA/text/AB531/id/2287122,http://leginfo.legislature.ca.gov/faces/billTextClient.xhtml?bill_id=202120220AB531
1447138,2287123,text,9422,text/html,Introduced,https://legiscan.com/CA/text/AB532/id/2287123,http://leginfo.legislature.ca.gov/faces/billTextClient.xhtml?bill_id=202120220AB532
1447139,2287124,text,5996,text/html,Introduced,https://legiscan.com/CA/text/AB533/id/2287124,http://leginfo.legislature.ca.gov/faces/billTextClient.xhtml?bill_id=202120220AB533
1447140,2287125,text,14467,text/html,Introduced,https://legiscan.com/CA/text/AB534/id/2287125,http://leginfo.legislature.ca.gov/faces/billTextClient.xhtml?bill_id=202120220AB534
1447140,2375689,text,21850,text/html,Amended,https://legiscan.com/CA/text/AB534/id/2375689,http://leginfo.legislature.ca.gov/faces/billTextClient.xhtml?bill_id=202120220AB534
1447141,2287126,text,7277,text/html,Introduced,https://legiscan.com/CA/text/AB535/id/2287126,http://leginfo.legislature.ca.gov/faces/billTextClient.xhtml?bill_id=202120220AB535
1447141,2341610,text,15066,text/html,Amended,https://legiscan.com/CA/text/AB535/id/2341610,http://leginfo.legislature.ca.gov/faces/billTextClient.xhtml?bill_id=202120220AB535
1447142,2287127,text,5513,text/html,Introduced,https://legiscan.com/CA/text/AB536/id/2287127,http://leginfo.legislature.ca.gov/faces/billTextClient.xhtml?bill_id=202120220AB536
1447143,2287128,text,5981,text/html,Introduced,https://legiscan.com/CA/text/AB537/id/2287128,http://leginfo.legislature.ca.gov/faces/billTextClient.xhtml?bill_id=202120220AB537
1447143,2333285,text,18315,text/html,Amended,https://legiscan.com/CA/text/AB537/id/2333285,http://leginfo.legislature.ca.gov/faces/billTextClient.xhtml?bill_id=202120220AB537
1447143,2352277,text,15676,text/html,Amended,https://legiscan.com/CA/text/AB537/id/2352277,http://leginfo.legislature.ca.gov/faces/billTextClient.xhtml?bill_id=202120220AB537
1447144,2287129,text,20797,text/html,Introduced,https://legiscan.com/CA/text/AB538/id/2287129,http://leginfo.legislature.ca.gov/faces/billTextClient.xhtml?bill_id=202120220AB538
1447144,2386064,text,23344,text/html,Amended,https://legiscan.com/CA/text/AB538/id/2386064,http://leginfo.legislature.ca.gov/faces/billTextClient.xhtml?bill_id=202120220AB538
1447145,2287130,text,5293,text/html,Introduced,https://legiscan.com/CA/text/AB539/id/2287130,http://leginfo.legislature.ca.gov/faces/billTextClient.xhtml?bill_id=202120220AB539
1447146,2287131,text,7224,text/html,Introduced,https://legiscan.com/CA/text/AB540/id/2287131,http://leginfo.legislature.ca.gov/faces/billTextClient.xhtml?bill_id=202120220AB540
1447146,2383776,text,13163,text/html,Amended,https://legiscan.com/CA/text/AB540/id/2383776,http://leginfo.legislature.ca.gov/faces/billTextClient.xhtml?bill_id=202120220AB540
1447147,2287132,text,8129,text/html,Introduced,https://legiscan.com/CA/text/AB541/id/2287132,http://leginfo.legislature.ca.gov/faces/billTextClient.xhtml?bill_id=202120220AB541
1447147,2320123,text,8726,text/html,Amended,https://legiscan.com/CA/text/AB541/id/2320123,http://leginfo.legislature.ca.gov/faces/billTextClient.xhtml?bill_id=202120220AB541
1447148,2287133,text,5313,text/html,Introduced,https://legiscan.com/CA/text/AB542/id/2287133,http://leginfo.legislature.ca.gov/faces/billTextClient.xhtml?bill_id=202120220AB542
1447148,2349992,text,6253,text/html,Amended,https://legiscan.com/CA/text/AB542/id/2349992,http://leginfo.legislature.ca.gov/faces/billTextClient.xhtml?bill_id=202120220AB542
1447149,2287134,text,4741,text/html,Introduced,https://legiscan.com/CA/text/AB543/id/2287134,http://leginfo.legislature.ca.gov/faces/billTextClient.xhtml?bill_id=202120220AB543
1447149,2349951,text,7458,text/html,Amended,https://legiscan.com/CA/text/AB543/id/2349951,http://leginfo.legislature.ca.gov/faces/billTextClient.xhtml?bill_id=202120220AB543
1447150,2287135,text,10796,text/html,Introduced,https://legiscan.com/CA/text/AB544/id/2287135,http://leginfo.legislature.ca.gov/faces/billTextClient.xhtml?bill_id=202120220AB544
1447150,2356677,text,12375,text/html,Amended,https://legiscan.com/CA/text/AB544/id/2356677,http://leginfo.legislature.ca.gov/faces/billTextClient.xhtml?bill_id=202120220AB544
1447151,2287136,text,7828,text/html,Introduced,https://legiscan.com/CA/text/AB545/id/2287136,http://leginfo.legislature.ca.gov/faces/billTextClient.xhtml?bill_id=202120220AB545
1447151,2375710,text,16713,text/html,Amended,https://legiscan.com/CA/text/AB545/id/2375710,http://leginfo.legislature.ca.gov/faces/billTextClient.xhtml?bill_id=202120220AB545
1447151,2389147,text,15189,text/html,Amended,https://legiscan.com/CA/text/AB545/id/2389147,http://leginfo.legislature.ca.gov/faces/billTextClient.xhtml?bill_id=202120220AB545
1447152,2287137,text,20384,text/html,Introduced,https://legiscan.com/CA/text/AB546/id/2287137,http://leginfo.legislature.ca.gov/faces/billTextClient.xhtml?bill_id=202120220AB546
1447152,2341684,text,21434,text/html,Amended,https://legiscan.com/CA/text/AB546/id/2341684,http://leginfo.legislature.ca.gov/faces/billTextClient.xhtml?bill_id=202120220AB546
1447153,2287138,text,5053,text/html,Introduced,https://legiscan.com/CA/text/AB547/id/2287138,http://leginfo.legislature.ca.gov/faces/billTextClient.xhtml?bill_id=202120220AB547
1447153,2339830,text,7731,text/html,Amended,https://legiscan.com/CA/text/AB547/id/2339830,http://leginfo.legislature.ca.gov/faces/billTextClient.xhtml?bill_id=202120220AB547
1447154,2287139,text,4989,text/html,Introduced,https://legiscan.com/CA/text/AB548/id/2287139,http://leginfo.legislature.ca.gov/faces/billTextClient.xhtml?bill_id=202120220AB548
1447154,2341695,text,23735,text/html,Amended,https://legiscan.com/CA/text/AB548/id/2341695,http://leginfo.legislature.ca.gov/faces/billTextClient.xhtml?bill_id=202120220AB548
1447154,2380251,text,23344,text/html,Amended,https://legiscan.com/CA/text/AB548/id/2380251,http://leginfo.legislature.ca.gov/faces/billTextClient.xhtml?bill_id=202120220AB548
1447155,2287140,text,17919,text/html,Introduced,https://legiscan.com/CA/text/AB549/id/2287140,http://leginfo.legislature.ca.gov/faces/billTextClient.xhtml?bill_id=202120220AB549
1447155,2360956,text,34484,text/html,Amended,https://legiscan.com/CA/text/AB549/id/2360956,http://leginfo.legislature.ca.gov/faces/billTextClient.xhtml?bill_id=202120220AB549
1447156,2287141,text,5557,text/html,Introduced,https://legiscan.com/CA/text/AB550/id/2287141,http://leginfo.legislature.ca.gov/faces/billTextClient.xhtml?bill_id=202120220AB550
1447156,2344217,text,26401,text/html,Amended,https://legiscan.com/CA/text/AB550/id/2344217,http://leginfo.legislature.ca.gov/faces/billTextClient.xhtml?bill_id=202120220AB550
1447156,2373402,text,72522,text/html,Amended,https://legiscan.com/CA/text/AB550/id/2373402,http://leginfo.legislature.ca.gov/faces/billTextClient.xhtml?bill_id=202120220AB550
1447156,2386046,text,55335,text/html,Amended,https://legiscan.com/CA/text/AB550/id/2386046,http://leginfo.legislature.ca.gov/faces/billTextClient.xhtml?bill_id=202120220AB550
1447157,2287142,text,11633,text/html,Introduced,https://legiscan.com/CA/text/AB551/id/2287142,http://leginfo.legislature.ca.gov/faces/billTextClient.xhtml?bill_id=202120220AB551
1447158,2287143,text,30706,text/html,Introduced,https://legiscan.com/CA/text/AB552/id/2287143,http://leginfo.legislature.ca.gov/faces/billTextClient.xhtml?bill_id=202120220AB552
1447158,2356719,text,35293,text/html,Amended,https://legiscan.com/CA/text/AB552/id/2356719,http://leginfo.legislature.ca.gov/faces/billTextClient.xhtml?bill_id=202120220AB552
1447159,2287144,text,9168,text/html,Introduced,https://legiscan.com/CA/text/AB553/id/2287144,http://leginfo.legislature.ca.gov/faces/billTextClient.xhtml?bill_id=202120220AB553
1447160,2287145,text,7564,text/html,Introduced,https://legiscan.com/CA/text/AB554/id/2287145,http://leginfo.legislature.ca.gov/faces/billTextClient.xhtml?bill_id=202120220AB554
1447161,2287146,text,6463,text/html,Introduced,https://legiscan.com/CA/text/AB555/id/2287146,http://leginfo.legislature.ca.gov/faces/billTextClient.xhtml?bill_id=202120220AB555
1450050,2290660,text,4075,text/html,Introduced,https://legiscan.com/CA/text/AB556/id/2290660,http://leginfo.legislature.ca.gov/faces/billTextClient.xhtml?bill_id=202120220AB556
1450051,2290662,text,3941,text/html,Introduced,https://legiscan.com/CA/text/AB557/id/2290662,http://leginfo.legislature.ca.gov/faces/billTextClient.xhtml?bill_id=202120220AB557
1450051,2348542,text,11780,text/html,Amended,https://legiscan.com/CA/text/AB557/id/2348542,http://leginfo.legislature.ca.gov/faces/billTextClient.xhtml?bill_id=202120220AB557
1450052,2290663,text,13414,text/html,Introduced,https://legiscan.com/CA/text/AB558/id/2290663,http://leginfo.legislature.ca.gov/faces/billTextClient.xhtml?bill_id=202120220AB558
1450053,2290664,text,13815,text/html,Introduced,https://legiscan.com/CA/text/AB559/id/2290664,http://leginfo.legislature.ca.gov/faces/billTextClient.xhtml?bill_id=202120220AB559
1450053,2339790,text,19350,text/html,Amended,https://legiscan.com/CA/text/AB559/id/2339790,http://leginfo.legislature.ca.gov/faces/billTextClient.xhtml?bill_id=202120220AB559
1450053,2373430,text,16254,text/html,Amended,https://legiscan.com/CA/text/AB559/id/2373430,http://leginfo.legislature.ca.gov/faces/billTextClient.xhtml?bill_id=202120220AB559
1450054,2290665,text,13026,text/html,Introduced,https://legiscan.com/CA/text/AB560/id/2290665,http://leginfo.legislature.ca.gov/faces/billTextClient.xhtml?bill_id=202120220AB560
1450055,2290666,text,14611,text/html,Introduced,https://legiscan.com/CA/text/AB561/id/2290666,http://leginfo.legislature.ca.gov/faces/billTextClient.xhtml?bill_id=202120220AB561
1450055,2358156,text,18719,text/html,Amended,https://legiscan.com/CA/text/AB561/id/2358156,http://leginfo.legislature.ca.gov/faces/billTextClient.xhtml?bill_id=202120220AB561
1450056,2290668,text,3656,text/html,Introduced,https://legiscan.com/CA/text/AB562/id/2290668,http://leginfo.legislature.ca.gov/faces/billTextClient.xhtml?bill_id=202120220AB562
1450056,2341616,text,25043,text/html,Amended,https://legiscan.com/CA/text/AB562/id/2341616,http://leginfo.legislature.ca.gov/faces/billTextClient.xhtml?bill_id=202120220AB562
1450056,2360980,text,28836,text/html,Amended,https://legiscan.com/CA/text/AB562/id/2360980,http://leginfo.legislature.ca.gov/faces/billTextClient.xhtml?bill_id=202120220AB562
1450057,2290669,text,26360,text/html,Introduced,https://legiscan.com/CA/text/AB563/id/2290669,http://leginfo.legislature.ca.gov/faces/billTextClient.xhtml?bill_id=202120220AB563
1450057,2356766,text,26348,text/html,Amended,https://legiscan.com/CA/text/AB563/id/2356766,http://leginfo.legislature.ca.gov/faces/billTextClient.xhtml?bill_id=202120220AB563
1450058,2290670,text,8122,text/html,Introduced,https://legiscan.com/CA/text/AB564/id/2290670,http://leginfo.legislature.ca.gov/faces/billTextClient.xhtml?bill_id=202120220AB564
1450059,2290671,text,18681,text/html,Introduced,https://legiscan.com/CA/text/AB565/id/2290671,http://leginfo.legislature.ca.gov/faces/billTextClient.xhtml?bill_id=202120220AB565
1450060,2290672,text,7025,text/html,Introduced,https://legiscan.com/CA/text/AB566/id/2290672,http://leginfo.legislature.ca.gov/faces/billTextClient.xhtml?bill_id=202120220AB566
1450061,2290674,text,6787,text/html,Introduced,https://legiscan.com/CA/text/AB567/id/2290674,http://leginfo.legislature.ca.gov/faces/billTextClient.xhtml?bill_id=202120220AB567
1450062,2290675,text,36461,text/html,Introduced,https://legiscan.com/CA/text/AB568/id/2290675,http://leginfo.legislature.ca.gov/faces/billTextClient.xhtml?bill_id=202120220AB568
1450062,2375688,text,45999,text/html,Amended,https://legiscan.com/CA/text/AB568/id/2375688,http://leginfo.legislature.ca.gov/faces/billTextClient.xhtml?bill_id=202120220AB568
1450062,2386053,text,35361,text/html,Amended,https://legiscan.com/CA/text/AB568/id/2386053,http://leginfo.legislature.ca.gov/faces/billTextClient.xhtml?bill_id=202120220AB568
1450063,2290676,text,13815,text/html,Introduced,https://legiscan.com/CA/text/AB569/id/2290676,http://leginfo.legislature.ca.gov/faces/billTextClient.xhtml?bill_id=202120220AB569
1450064,2290677,text,9081,text/html,Introduced,https://legiscan.com/CA/text/AB570/id/2290677,http://leginfo.legislature.ca.gov/faces/billTextClient.xhtml?bill_id=202120220AB570
1450064,2341650,text,181283,text/html,Amended,https://legiscan.com/CA/text/AB570/id/2341650,http://leginfo.legislature.ca.gov/faces/billTextClient.xhtml?bill_id=202120220AB570
1450065,2290679,text,63979,text/html,Introduced,https://legiscan.com/CA/text/AB571/id/2290679,http://leginfo.legislature.ca.gov/faces/billTextClient.xhtml?bill_id=202120220AB571
1450065,2346917,text,64408,text/html,Amended,https://legiscan.com/CA/text/AB571/id/2346917,http://leginfo.legislature.ca.gov/faces/billTextClient.xhtml?bill_id=202120220AB571
1450065,2387914,text,64917,text/html,Amended,https://legiscan.com/CA/text/AB571/id/2387914,http://leginfo.legislature.ca.gov/faces/billTextClient.xhtml?bill_id=202120220AB571
1450066,2290680,text,14117,text/html,Introduced,https://legiscan.com/CA/text/AB572/id/2290680,http://leginfo.legislature.ca.gov/faces/billTextClient.xhtml?bill_id=202120220AB572
1450066,2341704,text,23313,text/html,Amended,https://legiscan.com/CA/text/AB572/id/2341704,http://leginfo.legislature.ca.gov/faces/billTextClient.xhtml?bill_id=202120220AB572
1450067,2290681,text,22982,text/html,Introduced,https://legiscan.com/CA/text/AB573/id/2290681,http://leginfo.legislature.ca.gov/faces/billTextClient.xhtml?bill_id=202120220AB573
1450067,2341672,text,25631,text/html,Amended,https://legiscan.com/CA/text/AB573/id/2341672,http://leginfo.legislature.ca.gov/faces/billTextClient.xhtml?bill_id=202120220AB573
1450068,2290682,text,15025,text/html,Introduced,https://legiscan.com/CA/text/AB574/id/2290682,http://leginfo.legislature.ca.gov/faces/billTextClient.xhtml?bill_id=202120220AB574
1450069,2290684,text,4213,text/html,Introduced,https://legiscan.com/CA/text/AB575/id/2290684,http://leginfo.legislature.ca.gov/faces/billTextClient.xhtml?bill_id=202120220AB575
1450070,2290685,text,6310,text/html,Introduced,https://legiscan.com/CA/text/AB576/id/2290685,http://leginfo.legislature.ca.gov/faces/billTextClient.xhtml?bill_id=202120220AB576
1450070,2348794,text,7152,text/html,Amended,https://legiscan.com/CA/text/AB576/id/2348794,http://leginfo.legislature.ca.gov/faces/billTextClient.xhtml?bill_id=202120220AB576
1450071,2290686,text,7577,text/html,Introduced,https://legiscan.com/CA/text/AB577/id/2290686,http://leginfo.legislature.ca.gov/faces/billTextClient.xhtml?bill_id=202120220AB577
1450072,2290687,text,4668,text/html,Introduced,https://legiscan.com/CA/text/AB578/id/2290687,http://leginfo.legislature.ca.gov/faces/billTextClient.xhtml?bill_id=202120220AB578
1450073,2290689,text,4504,text/html,Introduced,https://legiscan.com/CA/text/AB579/id/2290689,http://leginfo.legislature.ca.gov/faces/billTextClient.xhtml?bill_id=202120220AB579
1450073,2348985,text,10507,text/html,Amended,https://legiscan.com/CA/text/AB579/id/2348985,http://leginfo.legislature.ca.gov/faces/billTextClient.xhtml?bill_id=202120220AB579
1450074,2290690,text,25253,text/html,Introduced,https://legiscan.com/CA/text/AB580/id/2290690,http://leginfo.legislature.ca.gov/faces/billTextClient.xhtml?bill_id=202120220AB580
1450074,2356706,text,23553,text/html,Amended,https://legiscan.com/CA/text/AB580/id/2356706,http://leginfo.legislature.ca.gov/faces/billTextClient.xhtml?bill_id=202120220AB580
1450074,2363296,text,24530,text/html,Amended,https://legiscan.com/CA/text/AB580/id/2363296,http://leginfo.legislature.ca.gov/faces/billTextClient.xhtml?bill_id=202120220AB580
1450075,2290691,text,8262,text/html,Introduced,https://legiscan.com/CA/text/AB581/id/2290691,http://leginfo.legislature.ca.gov/faces/billTextClient.xhtml?bill_id=202120220AB581
1450075,2348981,text,10058,text/html,Amended,https://legiscan.com/CA/text/AB581/id/2348981,http://leginfo.legislature.ca.gov/faces/billTextClient.xhtml?bill_id=202120220AB581
1450076,2290692,text,8650,text/html,Introduced,https://legiscan.com/CA/text/AB582/id/2290692,http://leginfo.legislature.ca.gov/faces/billTextClient.xhtml?bill_id=202120220AB582
1450077,2290693,text,12446,text/html,Introduced,https://legiscan.com/CA/text/AB583/id/2290693,http://leginfo.legislature.ca.gov/faces/billTextClient.xhtml?bill_id=202120220AB583
1450078,2290695,text,9694,text/html,Introduced,https://legiscan.com/CA/text/AB584/id/2290695,http://leginfo.legislature.ca.gov/faces/billTextClient.xhtml?bill_id=202120220AB584
1450078,2349599,text,11767,text/html,Amended,https://legiscan.com/CA/text/AB584/id/2349599,http://leginfo.legislature.ca.gov/faces/billTextClient.xhtml?bill_id=202120220AB584
1450079,2290696,text,11730,text/html,Introduced,https://legiscan.com/CA/text/AB585/id/2290696,http://leginfo.legislature.ca.gov/faces/billTextClient.xhtml?bill_id=202120220AB585
1450079,2339792,text,18229,text/html,Amended,https://legiscan.com/CA/text/AB585/id/2339792,http://leginfo.legislature.ca.gov/faces/billTextClient.xhtml?bill_id=202120220AB585
1450080,2290698,text,6775,text/html,Introduced,https://legiscan.com/CA/text/AB586/id/2290698,http://leginfo.legislature.ca.gov/faces/billTextClient.xhtml?bill_id=202120220AB586
1450080,2348499,text,25674,text/html,Amended,https://legiscan.com/CA/text/AB586/id/2348499,http://leginfo.legislature.ca.gov/faces/billTextClient.xhtml?bill_id=202120220AB586
1450080,2375726,text,21337,text/html,Amended,https://legiscan.com/CA/text/AB586/id/2375726,http://leginfo.legislature.ca.gov/faces/billTextClient.xhtml?bill_id=202120220AB586
1450081,2290699,text,4540,text/html,Introduced,https://legiscan.com/CA/text/AB587/id/2290699,http://leginfo.legislature.ca.gov/faces/billTextClient.xhtml?bill_id=202120220AB587
1450081,2348508,text,20335,text/html,Amended,https://legiscan.com/CA/text/AB587/id/2348508,http://leginfo.legislature.ca.gov/faces/billTextClient.xhtml?bill_id=202120220AB587
1450081,2384805,text,28136,text/html,Amended,https://legiscan.com/CA/text/AB587/id/2384805,http://leginfo.legislature.ca.gov/faces/billTextClient.xhtml?bill_id=202120220AB587
1450082,2290701,text,3398,text/html,Introduced,https://legiscan.com/CA/text/AB588/id/2290701,http://leginfo.legislature.ca.gov/faces/billTextClient.xhtml?bill_id=202120220AB588
1450082,2348970,text,28921,text/html,Amended,https://legiscan.com/CA/text/AB588/id/2348970,http://leginfo.legislature.ca.gov/faces/billTextClient.xhtml?bill_id=202120220AB588
1450082,2352220,text,27406,text/html,Amended,https://legiscan.com/CA/text/AB588/id/2352220,http://leginfo.legislature.ca.gov/faces/billTextClient.xhtml?bill_id=202120220AB588
1450083,2290702,text,3816,text/html,Introduced,https://legiscan.com/CA/text/AB589/id/2290702,http://leginfo.legislature.ca.gov/faces/billTextClient.xhtml?bill_id=202120220AB589
1450084,2290703,text,3166,text/html,Introduced,https://legiscan.com/CA/text/AB590/id/2290703,http://leginfo.legislature.ca.gov/faces/billTextClient.xhtml?bill_id=202120220AB590
1450085,2290705,text,6680,text/html,Introduced,https://legiscan.com/CA/text/AB591/id/2290705,http://leginfo.legislature.ca.gov/faces/billTextClient.xhtml?bill_id=202120220AB591
1450086,2290706,text,42714,text/html,Introduced,https://legiscan.com/CA/text/AB592/id/2290706,http://leginfo.legislature.ca.gov/faces/billTextClient.xhtml?bill_id=202120220AB592
1450087,2290707,text,19304,text/html,Introduced,https://legiscan.com/CA/text/AB593/id/2290707,http://leginfo.legislature.ca.gov/faces/billTextClient.xhtml?bill_id=202120220AB593
1450087,2377260,text,22081,text/html,Amended,https://legiscan.com/CA/text/AB593/id/2377260,http://leginfo.legislature.ca.gov/faces/billTextClient.xhtml?bill_id=202120220AB593
1450088,2290708,text,8782,text/html,Introduced,https://legiscan.com/CA/text/AB594/id/2290708,http://leginfo.legislature.ca.gov/faces/billTextClient.xhtml?bill_id=202120220AB594
1450088,2338306,text,10870,text/html,Amended,https://legiscan.com/CA/text/AB594/id/2338306,http://leginfo.legislature.ca.gov/faces/billTextClient.xhtml?bill_id=202120220AB594
1450089,2290710,text,12880,text/html,Introduced,https://legiscan.com/CA/text/AB595/id/2290710,http://leginfo.legislature.ca.gov/faces/billTextClient.xhtml?bill_id=202120220AB595
1450089,2336709,text,14650,text/html,Amended,https://legiscan.com/CA/text/AB595/id/2336709,http://leginfo.legislature.ca.gov/faces/billTextClient.xhtml?bill_id=202120220AB595
1450090,2290711,text,5570,text/html,Introduced,https://legiscan.com/CA/text/AB596/id/2290711,http://leginfo.legislature.ca.gov/faces/billTextClient.xhtml?bill_id=202120220AB596
1450091,2290712,text,4758,text/html,Introduced,https://legiscan.com/CA/text/AB597/id/2290712,http://leginfo.legislature.ca.gov/faces/billTextClient.xhtml?bill_id=202120220AB597
1450092,2290713,text,18368,text/html,Introduced,https://legiscan.com/CA/text/AB598/id/2290713,http://leginfo.legislature.ca.gov/faces/billTextClient.xhtml?bill_id=202120220AB598
1450093,2290714,text,3725,text/html,Introduced,https://legiscan.com/CA/text/AB599/id/2290714,http://leginfo.legislature.ca.gov/faces/billTextClient.xhtml?bill_id=202120220AB599
1450093,2313597,text,41661,text/html,Amended,https://legiscan.com/CA/text/AB599/id/2313597,http://leginfo.legislature.ca.gov/faces/billTextClient.xhtml?bill_id=202120220AB599
1450093,2350830,text,26199,text/html,Amended,https://legiscan.com/CA/text/AB599/id/2350830,http://leginfo.legislature.ca.gov/faces/billTextClient.xhtml?bill_id=202120220AB599
1450093,2373475,text,26863,text/html,Amended,https://legiscan.com/CA/text/AB599/id/2373475,http://leginfo.legislature.ca.gov/faces/billTextClient.xhtml?bill_id=202120220AB599
1450094,2290715,text,8384,text/html,Introduced,https://legiscan.com/CA/text/AB600/id/2290715,http://leginfo.legislature.ca.gov/faces/billTextClient.xhtml?bill_id=202120220AB600
1450094,2360935,text,8183,text/html,Amended,https://legiscan.com/CA/text/AB600/id/2360935,http://leginfo.legislature.ca.gov/faces/billTextClient.xhtml?bill_id=202120220AB600
1450095,2290716,text,13636,text/html,Introduced,https://legiscan.com/CA/text/AB601/id/2290716,http://leginfo.legislature.ca.gov/faces/billTextClient.xhtml?bill_id=202120220AB601
1450096,2290717,text,5269,text/html,Introduced,https://legiscan.com/CA/text/AB602/id/2290717,http://leginfo.legislature.ca.gov/faces/billTextClient.xhtml?bill_id=202120220AB602
1450096,2341602,text,21028,text/html,Amended,https://legiscan.com/CA/text/AB602/id/2341602,http://leginfo.legislature.ca.gov/faces/billTextClient.xhtml?bill_id=202120220AB602
1450096,2358095,text,30545,text/html,Amended,https://legiscan.com/CA/text/AB602/id/2358095,http://leginfo.legislature.ca.gov/faces/billTextClient.xhtml?bill_id=202120220AB602
1450096,2375708,text,29559,text/html,Amended,https://legiscan.com/CA/text/AB602/id/2375708,http://leginfo.legislature.ca.gov/faces/billTextClient.xhtml?bill_id=202120220AB602
1450096,2389198,text,25865,text/html,Amended,https://legiscan.com/CA/text/AB602/id/2389198,http://leginfo.legislature.ca.gov/faces/billTextClient.xhtml?bill_id=202120220AB602
1450097,2290719,text,15194,text/html,Introduced,https://legiscan.com/CA/text/AB603/id/2290719,http://leginfo.legislature.ca.gov/faces/billTextClient.xhtml?bill_id=202120220AB603
1450098,2290720,text,9185,text/html,Introduced,https://legiscan.com/CA/text/AB604/id/2290720,http://leginfo.legislature.ca.gov/faces/billTextClient.xhtml?bill_id=202120220AB604
1451016,2292422,text,3467,text/html,Introduced,https://legiscan.com/CA/text/AB605/id/2292422,http://leginfo.legislature.ca.gov/faces/billTextClient.xhtml?bill_id=202120220AB605
1451016,2333349,text,9614,text/html,Amended,https://legiscan.com/CA/text/AB605/id/2333349,http://leginfo.legislature.ca.gov/faces/billTextClient.xhtml?bill_id=202120220AB605
1451017,2292423,text,7503,text/html,Introduced,https://legiscan.com/CA/text/AB606/id/2292423,http://leginfo.legislature.ca.gov/faces/billTextClient.xhtml?bill_id=202120220AB606
1451018,2292424,text,10186,text/html,Introduced,https://legiscan.com/CA/text/AB607/id/2292424,http://leginfo.legislature.ca.gov/faces/billTextClient.xhtml?bill_id=202120220AB607
1451019,2292425,text,4904,text/html,Introduced,https://legiscan.com/CA/text/AB608/id/2292425,http://leginfo.legislature.ca.gov/faces/billTextClient.xhtml?bill_id=202120220AB608
1451020,2292426,text,18117,text/html,Introduced,https://legiscan.com/CA/text/AB609/id/2292426,http://leginfo.legislature.ca.gov/faces/billTextClient.xhtml?bill_id=202120220AB609
1451021,2292427,text,3760,text/html,Introduced,https://legiscan.com/CA/text/AB610/id/2292427,http://leginfo.legislature.ca.gov/faces/billTextClient.xhtml?bill_id=202120220AB610
1451021,2348784,text,16074,text/html,Amended,https://legiscan.com/CA/text/AB610/id/2348784,http://leginfo.legislature.ca.gov/faces/billTextClient.xhtml?bill_id=202120220AB610
1451022,2292428,text,78508,text/html,Introduced,https://legiscan.com/CA/text/AB611/id/2292428,http://leginfo.legislature.ca.gov/faces/billTextClient.xhtml?bill_id=202120220AB611
1451022,2336712,text,102594,text/html,Amended,https://legiscan.com/CA/text/AB611/id/2336712,http://leginfo.legislature.ca.gov/faces/billTextClient.xhtml?bill_id=202120220AB611
1451023,2292429,text,9647,text/html,Introduced,https://legiscan.com/CA/text/AB612/id/2292429,http://leginfo.legislature.ca.gov/faces/billTextClient.xhtml?bill_id=202120220AB612
1451023,2345723,text,14718,text/html,Amended,https://legiscan.com/CA/text/AB612/id/2345723,http://leginfo.legislature.ca.gov/faces/billTextClient.xhtml?bill_id=202120220AB612
1451024,2292430,text,5030,text/html,Introduced,https://legiscan.com/CA/text/AB613/id/2292430,http://leginfo.legislature.ca.gov/faces/billTextClient.xhtml?bill_id=202120220AB613
