bill_id,document_id,document_type,document_size,document_mime,document_desc,url,state_link
1385576,2218947,text,312454,text/html,Introduced,https://legiscan.com/CA/text/AB1/id/2218947,http://leginfo.legislature.ca.gov/faces/billTextClient.xhtml?bill_id=202120220AB1
1385592,2218961,text,17106,text/html,Introduced,https://legiscan.com/CA/text/AB2/id/2218961,http://leginfo.legislature.ca.gov/faces/billTextClient.xhtml?bill_id=202120220AB2
1385588,2218957,text,64942,text/html,Introduced,https://legiscan.com/CA/text/AB3/id/2218957,http://leginfo.legislature.ca.gov/faces/billTextClient.xhtml?bill_id=202120220AB3
1385588,2336717,text,73390,text/html,Amended,https://legiscan.com/CA/text/AB3/id/2336717,http://leginfo.legislature.ca.gov/faces/billTextClient.xhtml?bill_id=202120220AB3
1385528,2218906,text,17734,text/html,Introduced,https://legiscan.com/CA/text/AB4/id/2218906,http://leginfo.legislature.ca.gov/faces/billTextClient.xhtml?bill_id=202120220AB4
1385411,2218805,text,13487,text/html,Introduced,https://legiscan.com/CA/text/AB5/id/2218805,http://leginfo.legislature.ca.gov/faces/billTextClient.xhtml?bill_id=202120220AB5
1385411,2339803,text,15426,text/html,Amended,https://legiscan.com/CA/text/AB5/id/2339803,http://leginfo.legislature.ca.gov/faces/billTextClient.xhtml?bill_id=202120220AB5
1385584,2218954,text,4103,text/html,Introduced,https://legiscan.com/CA/text/AB6/id/2218954,http://leginfo.legislature.ca.gov/faces/billTextClient.xhtml?bill_id=202120220AB6
1385400,2218796,text,7348,text/html,Introduced,https://legiscan.com/CA/text/AB7/id/2218796,http://leginfo.legislature.ca.gov/faces/billTextClient.xhtml?bill_id=202120220AB7
1385400,2366064,text,12994,text/html,Amended,https://legiscan.com/CA/text/AB7/id/2366064,http://leginfo.legislature.ca.gov/faces/billTextClient.xhtml?bill_id=202120220AB7
1385515,2218894,text,9549,text/html,Introduced,https://legiscan.com/CA/text/AB8/id/2218894,http://leginfo.legislature.ca.gov/faces/billTextClient.xhtml?bill_id=202120220AB8
1385399,2218795,text,7360,text/html,Introduced,https://legiscan.com/CA/text/AB9/id/2218795,http://leginfo.legislature.ca.gov/faces/billTextClient.xhtml?bill_id=202120220AB9
1385399,2348503,text,18351,text/html,Amended,https://legiscan.com/CA/text/AB9/id/2348503,http://leginfo.legislature.ca.gov/faces/billTextClient.xhtml?bill_id=202120220AB9
1385399,2356751,text,13859,text/html,Amended,https://legiscan.com/CA/text/AB9/id/2356751,http://leginfo.legislature.ca.gov/faces/billTextClient.xhtml?bill_id=202120220AB9
1385399,2375739,text,13619,text/html,Amended,https://legiscan.com/CA/text/AB9/id/2375739,http://leginfo.legislature.ca.gov/faces/billTextClient.xhtml?bill_id=202120220AB9
1385452,2218839,text,26787,text/html,Introduced,https://legiscan.com/CA/text/AB10/id/2218839,http://leginfo.legislature.ca.gov/faces/billTextClient.xhtml?bill_id=202120220AB10
1385452,2238590,text,31169,text/html,Amended,https://legiscan.com/CA/text/AB10/id/2238590,http://leginfo.legislature.ca.gov/faces/billTextClient.xhtml?bill_id=202120220AB10
1385510,2218889,text,7210,text/html,Introduced,https://legiscan.com/CA/text/AB11/id/2218889,http://leginfo.legislature.ca.gov/faces/billTextClient.xhtml?bill_id=202120220AB11
1385510,2253466,text,19846,text/html,Amended,https://legiscan.com/CA/text/AB11/id/2253466,http://leginfo.legislature.ca.gov/faces/billTextClient.xhtml?bill_id=202120220AB11
1385518,2218896,text,9400,text/html,Introduced,https://legiscan.com/CA/text/AB12/id/2218896,http://leginfo.legislature.ca.gov/faces/billTextClient.xhtml?bill_id=202120220AB12
1385518,2346915,text,13820,text/html,Amended,https://legiscan.com/CA/text/AB12/id/2346915,http://leginfo.legislature.ca.gov/faces/billTextClient.xhtml?bill_id=202120220AB12
1385509,2218888,text,15713,text/html,Introduced,https://legiscan.com/CA/text/AB13/id/2218888,http://leginfo.legislature.ca.gov/faces/billTextClient.xhtml?bill_id=202120220AB13
1385509,2348498,text,44271,text/html,Amended,https://legiscan.com/CA/text/AB13/id/2348498,http://leginfo.legislature.ca.gov/faces/billTextClient.xhtml?bill_id=202120220AB13
1385583,2218953,text,90330,text/html,Introduced,https://legiscan.com/CA/text/AB14/id/2218953,http://leginfo.legislature.ca.gov/faces/billTextClient.xhtml?bill_id=202120220AB14
1385413,2218807,text,137752,text/html,Introduced,https://legiscan.com/CA/text/AB15/id/2218807,http://leginfo.legislature.ca.gov/faces/billTextClient.xhtml?bill_id=202120220AB15
1385533,2218911,text,7226,text/html,Introduced,https://legiscan.com/CA/text/AB16/id/2218911,http://leginfo.legislature.ca.gov/faces/billTextClient.xhtml?bill_id=202120220AB16
1385533,2238593,text,13171,text/html,Amended,https://legiscan.com/CA/text/AB16/id/2238593,http://leginfo.legislature.ca.gov/faces/billTextClient.xhtml?bill_id=202120220AB16
1385512,2218891,text,2966,text/html,Introduced,https://legiscan.com/CA/text/AB17/id/2218891,http://leginfo.legislature.ca.gov/faces/billTextClient.xhtml?bill_id=202120220AB17
1385512,2238592,text,70129,text/html,Amended,https://legiscan.com/CA/text/AB17/id/2238592,http://leginfo.legislature.ca.gov/faces/billTextClient.xhtml?bill_id=202120220AB17
1385517,2218895,text,17534,text/html,Introduced,https://legiscan.com/CA/text/AB18/id/2218895,http://leginfo.legislature.ca.gov/faces/billTextClient.xhtml?bill_id=202120220AB18
1385504,2218884,text,9992,text/html,Introduced,https://legiscan.com/CA/text/AB19/id/2218884,http://leginfo.legislature.ca.gov/faces/billTextClient.xhtml?bill_id=202120220AB19
1385578,2218948,text,9765,text/html,Introduced,https://legiscan.com/CA/text/AB20/id/2218948,http://leginfo.legislature.ca.gov/faces/billTextClient.xhtml?bill_id=202120220AB20
1385578,2318308,text,11190,text/html,Amended,https://legiscan.com/CA/text/AB20/id/2318308,http://leginfo.legislature.ca.gov/faces/billTextClient.xhtml?bill_id=202120220AB20
1385549,2218925,text,7577,text/html,Introduced,https://legiscan.com/CA/text/AB21/id/2218925,http://leginfo.legislature.ca.gov/faces/billTextClient.xhtml?bill_id=202120220AB21
1385549,2356656,text,10015,text/html,Amended,https://legiscan.com/CA/text/AB21/id/2356656,http://leginfo.legislature.ca.gov/faces/billTextClient.xhtml?bill_id=202120220AB21
1385431,2218822,text,19291,text/html,Introduced,https://legiscan.com/CA/text/AB22/id/2218822,http://leginfo.legislature.ca.gov/faces/billTextClient.xhtml?bill_id=202120220AB22
1385431,2274010,text,34251,text/html,Amended,https://legiscan.com/CA/text/AB22/id/2274010,http://leginfo.legislature.ca.gov/faces/billTextClient.xhtml?bill_id=202120220AB22
1385431,2350843,text,66821,text/html,Amended,https://legiscan.com/CA/text/AB22/id/2350843,http://leginfo.legislature.ca.gov/faces/billTextClient.xhtml?bill_id=202120220AB22
1385431,2363317,text,58677,text/html,Amended,https://legiscan.com/CA/text/AB22/id/2363317,http://leginfo.legislature.ca.gov/faces/billTextClient.xhtml?bill_id=202120220AB22
1385575,2218946,text,6305,text/html,Introduced,https://legiscan.com/CA/text/AB23/id/2218946,http://leginfo.legislature.ca.gov/faces/billTextClient.xhtml?bill_id=202120220AB23
1385485,2218867,text,8401,text/html,Introduced,https://legiscan.com/CA/text/AB24/id/2218867,http://leginfo.legislature.ca.gov/faces/billTextClient.xhtml?bill_id=202120220AB24
1385514,2218893,text,11188,text/html,Introduced,https://legiscan.com/CA/text/AB25/id/2218893,http://leginfo.legislature.ca.gov/faces/billTextClient.xhtml?bill_id=202120220AB25
1385442,2218831,text,25889,text/html,Introduced,https://legiscan.com/CA/text/AB26/id/2218831,http://leginfo.legislature.ca.gov/faces/billTextClient.xhtml?bill_id=202120220AB26
1385442,2348567,text,23749,text/html,Amended,https://legiscan.com/CA/text/AB26/id/2348567,http://leginfo.legislature.ca.gov/faces/billTextClient.xhtml?bill_id=202120220AB26
1385595,2218963,text,22124,text/html,Introduced,https://legiscan.com/CA/text/AB27/id/2218963,http://leginfo.legislature.ca.gov/faces/billTextClient.xhtml?bill_id=202120220AB27
1385595,2356698,text,22391,text/html,Amended,https://legiscan.com/CA/text/AB27/id/2356698,http://leginfo.legislature.ca.gov/faces/billTextClient.xhtml?bill_id=202120220AB27
1385480,2218862,text,10462,text/html,Introduced,https://legiscan.com/CA/text/AB28/id/2218862,http://leginfo.legislature.ca.gov/faces/billTextClient.xhtml?bill_id=202120220AB28
1385480,2352223,text,38551,text/html,Amended,https://legiscan.com/CA/text/AB28/id/2352223,http://leginfo.legislature.ca.gov/faces/billTextClient.xhtml?bill_id=202120220AB28
1385480,2378943,text,34737,text/html,Amended,https://legiscan.com/CA/text/AB28/id/2378943,http://leginfo.legislature.ca.gov/faces/billTextClient.xhtml?bill_id=202120220AB28
1385480,2386094,text,24626,text/html,Amended,https://legiscan.com/CA/text/AB28/id/2386094,http://leginfo.legislature.ca.gov/faces/billTextClient.xhtml?bill_id=202120220AB28
1385421,2218813,text,9749,text/html,Introduced,https://legiscan.com/CA/text/AB29/id/2218813,http://leginfo.legislature.ca.gov/faces/billTextClient.xhtml?bill_id=202120220AB29
1385476,2218859,text,3705,text/html,Introduced,https://legiscan.com/CA/text/AB30/id/2218859,http://leginfo.legislature.ca.gov/faces/billTextClient.xhtml?bill_id=202120220AB30
1385476,2344269,text,11636,text/html,Amended,https://legiscan.com/CA/text/AB30/id/2344269,http://leginfo.legislature.ca.gov/faces/billTextClient.xhtml?bill_id=202120220AB30
1385508,2218887,text,3314,text/html,Introduced,https://legiscan.com/CA/text/AB31/id/2218887,http://leginfo.legislature.ca.gov/faces/billTextClient.xhtml?bill_id=202120220AB31
1385508,2313593,text,11204,text/html,Amended,https://legiscan.com/CA/text/AB31/id/2313593,http://leginfo.legislature.ca.gov/faces/billTextClient.xhtml?bill_id=202120220AB31
1385508,2360943,text,13725,text/html,Amended,https://legiscan.com/CA/text/AB31/id/2360943,http://leginfo.legislature.ca.gov/faces/billTextClient.xhtml?bill_id=202120220AB31
1385465,2218848,text,26060,text/html,Introduced,https://legiscan.com/CA/text/AB32/id/2218848,http://leginfo.legislature.ca.gov/faces/billTextClient.xhtml?bill_id=202120220AB32
1385465,2292552,text,41005,text/html,Amended,https://legiscan.com/CA/text/AB32/id/2292552,http://leginfo.legislature.ca.gov/faces/billTextClient.xhtml?bill_id=202120220AB32
1385465,2380310,text,45186,text/html,Amended,https://legiscan.com/CA/text/AB32/id/2380310,http://leginfo.legislature.ca.gov/faces/billTextClient.xhtml?bill_id=202120220AB32
1385585,2218955,text,11537,text/html,Introduced,https://legiscan.com/CA/text/AB33/id/2218955,http://leginfo.legislature.ca.gov/faces/billTextClient.xhtml?bill_id=202120220AB33
1385585,2338345,text,34583,text/html,Amended,https://legiscan.com/CA/text/AB33/id/2338345,http://leginfo.legislature.ca.gov/faces/billTextClient.xhtml?bill_id=202120220AB33
1385585,2386039,text,22039,text/html,Amended,https://legiscan.com/CA/text/AB33/id/2386039,http://leginfo.legislature.ca.gov/faces/billTextClient.xhtml?bill_id=202120220AB33
1385569,2218942,text,4154,text/html,Introduced,https://legiscan.com/CA/text/AB34/id/2218942,http://leginfo.legislature.ca.gov/faces/billTextClient.xhtml?bill_id=202120220AB34
1385569,2338293,text,35024,text/html,Amended,https://legiscan.com/CA/text/AB34/id/2338293,http://leginfo.legislature.ca.gov/faces/billTextClient.xhtml?bill_id=202120220AB34
1385569,2358119,text,37660,text/html,Amended,https://legiscan.com/CA/text/AB34/id/2358119,http://leginfo.legislature.ca.gov/faces/billTextClient.xhtml?bill_id=202120220AB34
1385526,2218904,text,7219,text/html,Introduced,https://legiscan.com/CA/text/AB35/id/2218904,http://leginfo.legislature.ca.gov/faces/billTextClient.xhtml?bill_id=202120220AB35
1385526,2336729,text,9559,text/html,Amended,https://legiscan.com/CA/text/AB35/id/2336729,http://leginfo.legislature.ca.gov/faces/billTextClient.xhtml?bill_id=202120220AB35
1385526,2346893,text,8560,text/html,Amended,https://legiscan.com/CA/text/AB35/id/2346893,http://leginfo.legislature.ca.gov/faces/billTextClient.xhtml?bill_id=202120220AB35
1385526,2384791,text,9269,text/html,Amended,https://legiscan.com/CA/text/AB35/id/2384791,http://leginfo.legislature.ca.gov/faces/billTextClient.xhtml?bill_id=202120220AB35
1385538,2218915,text,6186,text/html,Introduced,https://legiscan.com/CA/text/AB36/id/2218915,http://leginfo.legislature.ca.gov/faces/billTextClient.xhtml?bill_id=202120220AB36
1385477,2218860,text,10158,text/html,Introduced,https://legiscan.com/CA/text/AB37/id/2218860,http://leginfo.legislature.ca.gov/faces/billTextClient.xhtml?bill_id=202120220AB37
1385477,2359467,text,30316,text/html,Amended,https://legiscan.com/CA/text/AB37/id/2359467,http://leginfo.legislature.ca.gov/faces/billTextClient.xhtml?bill_id=202120220AB37
1385471,2218854,text,6779,text/html,Introduced,https://legiscan.com/CA/text/AB38/id/2218854,http://leginfo.legislature.ca.gov/faces/billTextClient.xhtml?bill_id=202120220AB38
1385471,2242770,text,8950,text/html,Amended,https://legiscan.com/CA/text/AB38/id/2242770,http://leginfo.legislature.ca.gov/faces/billTextClient.xhtml?bill_id=202120220AB38
1385557,2218932,text,7417,text/html,Introduced,https://legiscan.com/CA/text/AB39/id/2218932,http://leginfo.legislature.ca.gov/faces/billTextClient.xhtml?bill_id=202120220AB39
1385557,2348563,text,8808,text/html,Amended,https://legiscan.com/CA/text/AB39/id/2348563,http://leginfo.legislature.ca.gov/faces/billTextClient.xhtml?bill_id=202120220AB39
1385423,2218815,text,12913,text/html,Introduced,https://legiscan.com/CA/text/AB40/id/2218815,http://leginfo.legislature.ca.gov/faces/billTextClient.xhtml?bill_id=202120220AB40
1385423,2358143,text,19842,text/html,Amended,https://legiscan.com/CA/text/AB40/id/2358143,http://leginfo.legislature.ca.gov/faces/billTextClient.xhtml?bill_id=202120220AB40
1385559,2218934,text,3398,text/html,Introduced,https://legiscan.com/CA/text/AB41/id/2218934,http://leginfo.legislature.ca.gov/faces/billTextClient.xhtml?bill_id=202120220AB41
1385559,2338378,text,13308,text/html,Amended,https://legiscan.com/CA/text/AB41/id/2338378,http://leginfo.legislature.ca.gov/faces/billTextClient.xhtml?bill_id=202120220AB41
1385559,2378867,text,17668,text/html,Amended,https://legiscan.com/CA/text/AB41/id/2378867,http://leginfo.legislature.ca.gov/faces/billTextClient.xhtml?bill_id=202120220AB41
1385590,2218959,text,3606,text/html,Introduced,https://legiscan.com/CA/text/AB42/id/2218959,http://leginfo.legislature.ca.gov/faces/billTextClient.xhtml?bill_id=202120220AB42
1385590,2300161,text,10065,text/html,Amended,https://legiscan.com/CA/text/AB42/id/2300161,http://leginfo.legislature.ca.gov/faces/billTextClient.xhtml?bill_id=202120220AB42
1385492,2218874,text,13937,text/html,Introduced,https://legiscan.com/CA/text/AB43/id/2218874,http://leginfo.legislature.ca.gov/faces/billTextClient.xhtml?bill_id=202120220AB43
1385492,2344223,text,60216,text/html,Amended,https://legiscan.com/CA/text/AB43/id/2344223,http://leginfo.legislature.ca.gov/faces/billTextClient.xhtml?bill_id=202120220AB43
1385490,2218872,text,8176,text/html,Introduced,https://legiscan.com/CA/text/AB44/id/2218872,http://leginfo.legislature.ca.gov/faces/billTextClient.xhtml?bill_id=202120220AB44
1385467,2218850,text,55675,text/html,Introduced,https://legiscan.com/CA/text/AB45/id/2218850,http://leginfo.legislature.ca.gov/faces/billTextClient.xhtml?bill_id=202120220AB45
1385467,2372044,text,60463,text/html,Amended,https://legiscan.com/CA/text/AB45/id/2372044,http://leginfo.legislature.ca.gov/faces/billTextClient.xhtml?bill_id=202120220AB45
1385467,2387905,text,57457,text/html,Amended,https://legiscan.com/CA/text/AB45/id/2387905,http://leginfo.legislature.ca.gov/faces/billTextClient.xhtml?bill_id=202120220AB45
1385405,2218800,text,28603,text/html,Introduced,https://legiscan.com/CA/text/AB46/id/2218800,http://leginfo.legislature.ca.gov/faces/billTextClient.xhtml?bill_id=202120220AB46
1385405,2346900,text,33264,text/html,Amended,https://legiscan.com/CA/text/AB46/id/2346900,http://leginfo.legislature.ca.gov/faces/billTextClient.xhtml?bill_id=202120220AB46
1385405,2352226,text,35695,text/html,Amended,https://legiscan.com/CA/text/AB46/id/2352226,http://leginfo.legislature.ca.gov/faces/billTextClient.xhtml?bill_id=202120220AB46
1385405,2373442,text,35417,text/html,Amended,https://legiscan.com/CA/text/AB46/id/2373442,http://leginfo.legislature.ca.gov/faces/billTextClient.xhtml?bill_id=202120220AB46
1385405,2382671,text,35706,text/html,Amended,https://legiscan.com/CA/text/AB46/id/2382671,http://leginfo.legislature.ca.gov/faces/billTextClient.xhtml?bill_id=202120220AB46
1385556,2218931,text,11392,text/html,Introduced,https://legiscan.com/CA/text/AB47/id/2218931,http://leginfo.legislature.ca.gov/faces/billTextClient.xhtml?bill_id=202120220AB47
1385556,2373461,text,16864,text/html,Amended,https://legiscan.com/CA/text/AB47/id/2373461,http://leginfo.legislature.ca.gov/faces/billTextClient.xhtml?bill_id=202120220AB47
1385462,2218846,text,15853,text/html,Introduced,https://legiscan.com/CA/text/AB48/id/2218846,http://leginfo.legislature.ca.gov/faces/billTextClient.xhtml?bill_id=202120220AB48
1385462,2338312,text,17969,text/html,Amended,https://legiscan.com/CA/text/AB48/id/2338312,http://leginfo.legislature.ca.gov/faces/billTextClient.xhtml?bill_id=202120220AB48
1385489,2218871,text,3712,text/html,Introduced,https://legiscan.com/CA/text/AB49/id/2218871,http://leginfo.legislature.ca.gov/faces/billTextClient.xhtml?bill_id=202120220AB49
1385489,2341652,text,183969,text/html,Amended,https://legiscan.com/CA/text/AB49/id/2341652,http://leginfo.legislature.ca.gov/faces/billTextClient.xhtml?bill_id=202120220AB49
1385410,2218804,text,5621,text/html,Introduced,https://legiscan.com/CA/text/AB50/id/2218804,http://leginfo.legislature.ca.gov/faces/billTextClient.xhtml?bill_id=202120220AB50
1385520,2218898,text,6748,text/html,Introduced,https://legiscan.com/CA/text/AB51/id/2218898,http://leginfo.legislature.ca.gov/faces/billTextClient.xhtml?bill_id=202120220AB51
1385414,2218808,text,5406,text/html,Introduced,https://legiscan.com/CA/text/AB52/id/2218808,http://leginfo.legislature.ca.gov/faces/billTextClient.xhtml?bill_id=202120220AB52
1385498,2218879,text,73018,text/html,Introduced,https://legiscan.com/CA/text/AB53/id/2218879,http://leginfo.legislature.ca.gov/faces/billTextClient.xhtml?bill_id=202120220AB53
1385498,2336700,text,57306,text/html,Amended,https://legiscan.com/CA/text/AB53/id/2336700,http://leginfo.legislature.ca.gov/faces/billTextClient.xhtml?bill_id=202120220AB53
1385460,2218844,text,5567,text/html,Introduced,https://legiscan.com/CA/text/AB54/id/2218844,http://leginfo.legislature.ca.gov/faces/billTextClient.xhtml?bill_id=202120220AB54
1385460,2356733,text,6283,text/html,Amended,https://legiscan.com/CA/text/AB54/id/2356733,http://leginfo.legislature.ca.gov/faces/billTextClient.xhtml?bill_id=202120220AB54
1385451,2218838,text,3101,text/html,Introduced,https://legiscan.com/CA/text/AB55/id/2218838,http://leginfo.legislature.ca.gov/faces/billTextClient.xhtml?bill_id=202120220AB55
1385544,2218920,text,26992,text/html,Introduced,https://legiscan.com/CA/text/AB56/id/2218920,http://leginfo.legislature.ca.gov/faces/billTextClient.xhtml?bill_id=202120220AB56
1385544,2349611,text,50443,text/html,Amended,https://legiscan.com/CA/text/AB56/id/2349611,http://leginfo.legislature.ca.gov/faces/billTextClient.xhtml?bill_id=202120220AB56
1385544,2363331,text,28749,text/html,Amended,https://legiscan.com/CA/text/AB56/id/2363331,http://leginfo.legislature.ca.gov/faces/billTextClient.xhtml?bill_id=202120220AB56
1385500,2218881,text,3788,text/html,Introduced,https://legiscan.com/CA/text/AB57/id/2218881,http://leginfo.legislature.ca.gov/faces/billTextClient.xhtml?bill_id=202120220AB57
1385500,2313595,text,23785,text/html,Amended,https://legiscan.com/CA/text/AB57/id/2313595,http://leginfo.legislature.ca.gov/faces/billTextClient.xhtml?bill_id=202120220AB57
1385500,2348501,text,24017,text/html,Amended,https://legiscan.com/CA/text/AB57/id/2348501,http://leginfo.legislature.ca.gov/faces/billTextClient.xhtml?bill_id=202120220AB57
1385406,2218801,text,28435,text/html,Introduced,https://legiscan.com/CA/text/AB58/id/2218801,http://leginfo.legislature.ca.gov/faces/billTextClient.xhtml?bill_id=202120220AB58
1385445,2218834,text,36495,text/html,Introduced,https://legiscan.com/CA/text/AB59/id/2218834,http://leginfo.legislature.ca.gov/faces/billTextClient.xhtml?bill_id=202120220AB59
1385548,2218924,text,68565,text/html,Introduced,https://legiscan.com/CA/text/AB60/id/2218924,http://leginfo.legislature.ca.gov/faces/billTextClient.xhtml?bill_id=202120220AB60
1385548,2338323,text,90238,text/html,Amended,https://legiscan.com/CA/text/AB60/id/2338323,http://leginfo.legislature.ca.gov/faces/billTextClient.xhtml?bill_id=202120220AB60
1385580,2218950,text,3578,text/html,Introduced,https://legiscan.com/CA/text/AB61/id/2218950,http://leginfo.legislature.ca.gov/faces/billTextClient.xhtml?bill_id=202120220AB61
1385580,2295484,text,29350,text/html,Amended,https://legiscan.com/CA/text/AB61/id/2295484,http://leginfo.legislature.ca.gov/faces/billTextClient.xhtml?bill_id=202120220AB61
1385580,2372008,text,35717,text/html,Amended,https://legiscan.com/CA/text/AB61/id/2372008,http://leginfo.legislature.ca.gov/faces/billTextClient.xhtml?bill_id=202120220AB61
1385580,2387893,text,26604,text/html,Amended,https://legiscan.com/CA/text/AB61/id/2387893,http://leginfo.legislature.ca.gov/faces/billTextClient.xhtml?bill_id=202120220AB61
1385550,2218926,text,6657,text/html,Introduced,https://legiscan.com/CA/text/AB62/id/2218926,http://leginfo.legislature.ca.gov/faces/billTextClient.xhtml?bill_id=202120220AB62
1385563,2218937,text,7684,text/html,Introduced,https://legiscan.com/CA/text/AB63/id/2218937,http://leginfo.legislature.ca.gov/faces/billTextClient.xhtml?bill_id=202120220AB63
1385429,2218820,text,11937,text/html,Introduced,https://legiscan.com/CA/text/AB64/id/2218820,http://leginfo.legislature.ca.gov/faces/billTextClient.xhtml?bill_id=202120220AB64
1385429,2345684,text,16575,text/html,Amended,https://legiscan.com/CA/text/AB64/id/2345684,http://leginfo.legislature.ca.gov/faces/billTextClient.xhtml?bill_id=202120220AB64
1385553,2218928,text,3500,text/html,Introduced,https://legiscan.com/CA/text/AB65/id/2218928,http://leginfo.legislature.ca.gov/faces/billTextClient.xhtml?bill_id=202120220AB65
1385553,2341596,text,13861,text/html,Amended,https://legiscan.com/CA/text/AB65/id/2341596,http://leginfo.legislature.ca.gov/faces/billTextClient.xhtml?bill_id=202120220AB65
1385553,2366173,text,14310,text/html,Amended,https://legiscan.com/CA/text/AB65/id/2366173,http://leginfo.legislature.ca.gov/faces/billTextClient.xhtml?bill_id=202120220AB65
1385543,2218919,text,6125,text/html,Introduced,https://legiscan.com/CA/text/AB66/id/2218919,http://leginfo.legislature.ca.gov/faces/billTextClient.xhtml?bill_id=202120220AB66
1385543,2356699,text,8366,text/html,Amended,https://legiscan.com/CA/text/AB66/id/2356699,http://leginfo.legislature.ca.gov/faces/billTextClient.xhtml?bill_id=202120220AB66
1385507,2218886,text,9707,text/html,Introduced,https://legiscan.com/CA/text/AB67/id/2218886,http://leginfo.legislature.ca.gov/faces/billTextClient.xhtml?bill_id=202120220AB67
1385507,2356638,text,15543,text/html,Amended,https://legiscan.com/CA/text/AB67/id/2356638,http://leginfo.legislature.ca.gov/faces/billTextClient.xhtml?bill_id=202120220AB67
1385435,2218824,text,3546,text/html,Introduced,https://legiscan.com/CA/text/AB68/id/2218824,http://leginfo.legislature.ca.gov/faces/billTextClient.xhtml?bill_id=202120220AB68
1385435,2341703,text,24266,text/html,Amended,https://legiscan.com/CA/text/AB68/id/2341703,http://leginfo.legislature.ca.gov/faces/billTextClient.xhtml?bill_id=202120220AB68
1385435,2359469,text,63472,text/html,Amended,https://legiscan.com/CA/text/AB68/id/2359469,http://leginfo.legislature.ca.gov/faces/billTextClient.xhtml?bill_id=202120220AB68
1385435,2377257,text,35531,text/html,Amended,https://legiscan.com/CA/text/AB68/id/2377257,http://leginfo.legislature.ca.gov/faces/billTextClient.xhtml?bill_id=202120220AB68
1385581,2218951,text,5834,text/html,Introduced,https://legiscan.com/CA/text/AB69/id/2218951,http://leginfo.legislature.ca.gov/faces/billTextClient.xhtml?bill_id=202120220AB69
1385455,2218841,text,9556,text/html,Introduced,https://legiscan.com/CA/text/AB70/id/2218841,http://leginfo.legislature.ca.gov/faces/billTextClient.xhtml?bill_id=202120220AB70
1385455,2363360,text,11143,text/html,Amended,https://legiscan.com/CA/text/AB70/id/2363360,http://leginfo.legislature.ca.gov/faces/billTextClient.xhtml?bill_id=202120220AB70
1385495,2218876,text,9561,text/html,Introduced,https://legiscan.com/CA/text/AB71/id/2218876,http://leginfo.legislature.ca.gov/faces/billTextClient.xhtml?bill_id=202120220AB71
1385495,2238597,text,179348,text/html,Amended,https://legiscan.com/CA/text/AB71/id/2238597,http://leginfo.legislature.ca.gov/faces/billTextClient.xhtml?bill_id=202120220AB71
1385495,2348560,text,198760,text/html,Amended,https://legiscan.com/CA/text/AB71/id/2348560,http://leginfo.legislature.ca.gov/faces/billTextClient.xhtml?bill_id=202120220AB71
1385495,2389160,text,158587,text/html,Amended,https://legiscan.com/CA/text/AB71/id/2389160,http://leginfo.legislature.ca.gov/faces/billTextClient.xhtml?bill_id=202120220AB71
1385591,2218960,text,5122,text/html,Introduced,https://legiscan.com/CA/text/AB72/id/2218960,http://leginfo.legislature.ca.gov/faces/billTextClient.xhtml?bill_id=202120220AB72
1385404,2218799,text,12544,text/html,Introduced,https://legiscan.com/CA/text/AB73/id/2218799,http://leginfo.legislature.ca.gov/faces/billTextClient.xhtml?bill_id=202120220AB73
1385404,2271922,text,13946,text/html,Amended,https://legiscan.com/CA/text/AB73/id/2271922,http://leginfo.legislature.ca.gov/faces/billTextClient.xhtml?bill_id=202120220AB73
1385404,2350844,text,13788,text/html,Amended,https://legiscan.com/CA/text/AB73/id/2350844,http://leginfo.legislature.ca.gov/faces/billTextClient.xhtml?bill_id=202120220AB73
1385404,2363251,text,14916,text/html,Amended,https://legiscan.com/CA/text/AB73/id/2363251,http://leginfo.legislature.ca.gov/faces/billTextClient.xhtml?bill_id=202120220AB73
1385470,2218853,text,3969,text/html,Introduced,https://legiscan.com/CA/text/AB74/id/2218853,http://leginfo.legislature.ca.gov/faces/billTextClient.xhtml?bill_id=202120220AB74
1385470,2269988,text,9174,text/html,Amended,https://legiscan.com/CA/text/AB74/id/2269988,http://leginfo.legislature.ca.gov/faces/billTextClient.xhtml?bill_id=202120220AB74
1385470,2300224,text,8322,text/html,Amended,https://legiscan.com/CA/text/AB74/id/2300224,http://leginfo.legislature.ca.gov/faces/billTextClient.xhtml?bill_id=202120220AB74
1385522,2218900,text,71963,text/html,Introduced,https://legiscan.com/CA/text/AB75/id/2218900,http://leginfo.legislature.ca.gov/faces/billTextClient.xhtml?bill_id=202120220AB75
1385522,2350824,text,107714,text/html,Amended,https://legiscan.com/CA/text/AB75/id/2350824,http://leginfo.legislature.ca.gov/faces/billTextClient.xhtml?bill_id=202120220AB75
1385474,2218857,text,11688,text/html,Introduced,https://legiscan.com/CA/text/AB76/id/2218857,http://leginfo.legislature.ca.gov/faces/billTextClient.xhtml?bill_id=202120220AB76
1385474,2247487,text,25709,text/html,Amended,https://legiscan.com/CA/text/AB76/id/2247487,http://leginfo.legislature.ca.gov/faces/billTextClient.xhtml?bill_id=202120220AB76
1385419,2218811,text,3928,text/html,Introduced,https://legiscan.com/CA/text/AB77/id/2218811,http://leginfo.legislature.ca.gov/faces/billTextClient.xhtml?bill_id=202120220AB77
