bill_id,people_id,position
1417869,14112,44
1417869,14113,48
1417869,14115,49
1417869,14118,54
1417869,14120,56
1417869,14121,1
1417869,14122,64
1417869,14219,50
1417869,16033,41
1417869,16087,59
1417869,16280,11
1417869,16282,16
1417869,16284,19
1417869,16286,24
1417869,16288,29
1417869,16291,33
1417869,16293,38
1417869,16294,42
1417869,16295,45
1417869,16296,47
1417869,16297,52
1417869,16299,61
1417869,16303,69
1417869,16309,51
1417869,16316,46
1417869,17428,60
1417869,18063,17
1417869,18064,57
1417869,18065,35
1417869,18067,2
1417869,18069,25
1417869,18071,37
1417869,18072,31
1417869,18073,6
1417869,18074,21
1417869,18077,27
1417869,18078,7
1417869,18079,14
1417869,19330,26
1417869,19459,3
1417869,19487,13
1417869,19627,36
1417869,19658,28
1417869,19659,43
1417869,19716,4
1417869,19717,9
1417869,19719,53
1417869,19720,55
1417869,19721,58
1417869,19723,68
1417869,21717,5
1417869,21718,23
1417869,21719,39
1417869,21720,62
1417869,21721,65
1417869,21722,66
1417869,21723,67
1417869,22654,12
1417869,22851,63
1417870,21728,1
1417871,1556,1
1417872,14114,1
1417873,19299,1
1417874,14101,1
1417874,14104,3
1417874,14117,9
1417874,16285,4
1417874,16287,5
1417874,16293,6
1417874,16295,7
1417874,16308,8
1417874,17428,11
1417874,19721,10
1417874,19725,2
1417874,21720,12
1417875,19728,1
1417876,11612,2
1417876,14121,4
1417876,18068,5
1417876,18082,1
1417876,19721,3
1417877,18068,1
1417878,14104,4
1417878,16285,5
1417878,16306,7
1417878,18069,6
1417878,19459,2
1417878,19716,3
1417878,19725,1
1419942,1561,13
1419942,14104,10
1419942,16280,7
1419942,16307,3
1419942,18067,4
1419942,18077,12
1419942,18079,9
1419942,19627,2
1419942,19716,5
1419942,19717,6
1419942,19726,11
1419942,21374,1
1419942,22654,8
1419943,16307,1
1419943,21728,2
1419944,14101,1
1419944,21726,2
1419945,14114,2
1419945,16305,1
1419945,18080,3
1422140,14119,3
1422140,16288,1
1422140,18072,2
1422141,1552,13
1422141,14091,1
1422141,14117,4
1422141,14123,19
1422141,16221,9
1422141,16287,2
1422141,16293,11
1422141,16295,12
1422141,18063,5
1422141,18069,7
1422141,18071,10
1422141,18074,6
1422141,18080,18
1422141,19330,8
1422141,21440,3
1422141,21720,15
1422141,21721,17
1422141,21728,14
1422141,22851,16
1422142,16291,1
1422143,14104,2
1422143,14123,3
1422143,21722,1
1422144,18071,1
1422145,18071,1
1422146,21723,1
1422147,11612,4
1422147,14104,3
1422147,14110,5
1422147,18068,2
1422147,19721,1
1422148,14119,2
1422148,16295,1
1422149,14112,1
1422150,16297,1
1422151,14125,4
1422151,14219,3
1422151,16293,1
1422151,21721,2
1422152,16293,3
1422152,16309,4
1422152,18063,2
1422152,18066,1
1422153,14112,5
1422153,16087,7
1422153,16297,2
1422153,17701,4
1422153,18073,3
1422153,19658,1
1422153,21728,6
1422154,14121,6
1422154,16033,2
1422154,16299,3
1422154,18065,4
1422154,19659,5
1422154,21719,1
1422155,19716,2
1422155,19723,3
1422155,21723,1
1422156,21720,1
1422157,14104,1
1422158,10972,43
1422158,14092,5
1422158,14094,7
1422158,14104,13
1422158,14107,21
1422158,14109,22
1422158,14112,28
1422158,14113,30
1422158,14115,31
1422158,14118,33
1422158,14121,39
1422158,14122,40
1422158,16033,1
1422158,16282,11
1422158,16286,15
1422158,16288,18
1422158,16296,29
1422158,16299,38
1422158,16303,45
1422158,16307,26
1422158,17428,37
1422158,18064,35
1422158,18065,23
1422158,18068,44
1422158,18072,20
1422158,18073,4
1422158,18077,16
1422158,18079,10
1422158,19487,9
1422158,19627,24
1422158,19658,17
1422158,19659,27
1422158,19716,2
1422158,19717,6
1422158,19719,32
1422158,19720,34
1422158,19721,36
1422158,19723,42
1422158,19726,14
1422158,21374,19
1422158,21717,3
1422158,21719,25
1422158,21723,41
1422158,21725,12
1422158,22654,8
1422159,14121,1
1422160,16284,1
1422161,14092,7
1422161,14094,9
1422161,14096,14
1422161,14098,17
1422161,14104,19
1422161,14106,27
1422161,14107,29
1422161,14109,31
1422161,14110,36
1422161,14112,39
1422161,14113,43
1422161,14115,45
1422161,14116,46
1422161,14118,51
1422161,14120,52
1422161,14121,60
1422161,14122,61
1422161,14123,65
1422161,14219,47
1422161,16033,37
1422161,16087,55
1422161,16280,10
1422161,16282,15
1422161,16284,18
1422161,16288,26
1422161,16291,30
1422161,16293,34
1422161,16294,38
1422161,16295,40
1422161,16296,42
1422161,16297,49
1422161,16299,57
1422161,16303,68
1422161,16309,48
1422161,16316,41
1422161,17428,56
1422161,18063,16
1422161,18064,53
1422161,18065,32
1422161,18067,2
1422161,18069,22
1422161,18071,33
1422161,18072,28
1422161,18073,5
1422161,18074,20
1422161,18077,24
1422161,18078,6
1422161,18079,13
1422161,18080,64
1422161,19330,23
1422161,19487,12
1422161,19658,25
1422161,19659,1
1422161,19716,3
1422161,19717,8
1422161,19719,50
1422161,19721,54
1422161,19723,67
1422161,21440,44
1422161,21717,4
1422161,21718,21
1422161,21719,35
1422161,21720,58
1422161,21721,62
1422161,21722,63
1422161,21723,66
1422161,22654,11
1422161,22851,59
1422162,14091,7
1422162,14092,9
1422162,14094,11
1422162,14096,16
1422162,14098,20
1422162,14100,24
1422162,14104,22
1422162,14106,33
1422162,14107,35
1422162,14109,37
1422162,14110,42
1422162,14112,45
1422162,14113,49
1422162,14115,51
1422162,14116,52
1422162,14117,56
1422162,14118,58
1422162,14120,60
1422162,14121,68
1422162,14122,69
1422162,14123,73
1422162,14219,53
1422162,16033,43
1422162,16087,63
1422162,16280,12
1422162,16282,18
1422162,16284,21
1422162,16286,26
1422162,16287,31
1422162,16288,32
1422162,16291,36
1422162,16293,40
1422162,16294,44
1422162,16295,46
1422162,16296,48
1422162,16297,55
1422162,16299,65
1422162,16303,76
1422162,16309,54
1422162,16316,47
1422162,17428,64
1422162,18063,19
1422162,18064,61
1422162,18065,38
1422162,18066,17
1422162,18067,2
1422162,18069,27
1422162,18071,39
1422162,18072,34
1422162,18073,6
1422162,18074,23
1422162,18077,29
1422162,18078,8
1422162,18079,15
1422162,18080,72
1422162,19330,28
1422162,19459,3
1422162,19487,14
1422162,19658,30
1422162,19659,1
1422162,19716,4
1422162,19717,10
1422162,19719,57
1422162,19720,59
1422162,19721,62
1422162,19723,75
1422162,21440,50
1422162,21717,5
1422162,21718,25
1422162,21719,41
1422162,21720,66
1422162,21721,70
1422162,21722,71
1422162,21723,74
1422162,22654,13
1422162,22851,67
1422163,14092,8
1422163,14094,10
1422163,14096,15
1422163,14098,17
1422163,14100,20
1422163,14104,19
1422163,14107,26
1422163,14109,1
1422163,14110,31
1422163,14112,35
1422163,14113,37
1422163,14115,38
1422163,14116,39
1422163,14118,42
1422163,14120,44
1422163,14121,50
1422163,14122,51
1422163,14219,40
1422163,16033,32
1422163,16087,47
1422163,16280,11
1422163,16282,16
1422163,16284,18
1422163,16286,21
1422163,16288,24
1422163,16291,27
1422163,16294,33
1422163,16296,36
1422163,16297,41
1422163,16299,49
1422163,16303,55
1422163,17428,48
1422163,18064,45
1422163,18065,28
1422163,18067,2
1422163,18072,25
1422163,18073,6
1422163,18077,22
1422163,18078,7
1422163,18079,14
1422163,19459,3
1422163,19487,13
1422163,19627,29
1422163,19658,23
1422163,19659,34
1422163,19716,4
1422163,19717,9
1422163,19720,43
1422163,19721,46
1422163,19723,54
1422163,21717,5
1422163,21719,30
1422163,21722,52
1422163,21723,53
1422163,22654,12
1422164,14091,8
1422164,14092,10
1422164,14094,12
1422164,14096,17
1422164,14098,21
1422164,14100,25
1422164,14104,23
1422164,14106,31
1422164,14107,33
1422164,14109,35
1422164,14110,40
1422164,14112,43
1422164,14113,46
1422164,14115,48
1422164,14117,52
1422164,14118,54
1422164,14120,56
1422164,14122,63
1422164,14219,49
1422164,16033,41
1422164,16087,59
1422164,16280,13
1422164,16282,19
1422164,16284,22
1422164,16286,2
1422164,16287,29
1422164,16288,30
1422164,16291,34
1422164,16293,38
1422164,16294,42
1422164,16295,44
1422164,16296,45
1422164,16297,51
1422164,16299,3
1422164,16303,69
1422164,16309,50
1422164,17428,60
1422164,18063,20
1422164,18064,57
1422164,18065,36
1422164,18066,18
1422164,18067,4
1422164,18072,32
1422164,18073,7
1422164,18074,24
1422164,18077,28
1422164,18078,9
1422164,18079,16
1422164,18080,66
1422164,19330,27
1422164,19459,1
1422164,19487,15
1422164,19627,37
1422164,19716,5
1422164,19717,11
1422164,19719,53
1422164,19720,55
1422164,19721,58
1422164,19723,68
1422164,21440,47
1422164,21717,6
1422164,21718,26
1422164,21719,39
1422164,21720,61
1422164,21721,64
1422164,21722,65
1422164,21723,67
1422164,22654,14
1422164,22851,62
1422165,14091,7
1422165,14092,9
1422165,14094,11
1422165,14096,16
1422165,14100,23
1422165,14104,21
1422165,14106,32
1422165,14107,34
1422165,14109,35
1422165,14110,40
1422165,14112,44
1422165,14113,48
1422165,14115,49
1422165,14116,50
1422165,14117,54
1422165,14118,56
1422165,14120,58
1422165,14121,66
1422165,14122,67
1422165,14123,71
1422165,14219,51
1422165,16033,41
1422165,16087,61
1422165,16280,12
1422165,16282,18
1422165,16284,20
1422165,16286,25
1422165,16287,30
1422165,16288,31
1422165,16291,1
1422165,16293,38
1422165,16294,42
1422165,16295,45
1422165,16296,47
1422165,16297,53
1422165,16299,63
1422165,16303,74
1422165,16309,52
1422165,16316,46
1422165,17428,62
1422165,18063,19
1422165,18064,59
1422165,18065,36
1422165,18066,17
1422165,18067,2
1422165,18069,26
1422165,18071,37
1422165,18072,33
1422165,18073,6
1422165,18074,22
1422165,18077,28
1422165,18078,8
1422165,18079,15
1422165,18080,70
1422165,19330,27
1422165,19459,3
1422165,19487,14
1422165,19658,29
1422165,19659,43
1422165,19716,4
1422165,19717,10
1422165,19719,55
1422165,19720,57
1422165,19721,60
1422165,19723,73
1422165,21717,5
1422165,21718,24
1422165,21719,39
1422165,21720,64
1422165,21721,68
1422165,21722,69
1422165,21723,72
1422165,22654,13
1422165,22851,65
1422166,14114,1
1422167,10970,1
1422167,18068,2
1422168,19724,1
1422169,14092,2
1422169,18065,3
1422169,18068,1
1422170,11611,1
1422171,19724,1
1422172,14134,1
1422173,14114,1
1424570,14117,1
1424570,14123,8
1424570,16221,3
1424570,16295,4
1424570,18066,2
1424570,18080,7
1424570,21720,6
1424570,21728,5
1424571,14110,1
1424571,16295,2
1424571,22851,3
1424572,21721,1
1424573,14113,1
1424574,21721,1
1424575,14119,3
1424575,16286,2
1424575,17428,1
1424575,19721,4
1424576,18065,1
1424577,18063,1
1424578,16291,1
1424579,19659,1
1424580,18071,1
1424581,14094,5
1424581,14118,3
1424581,14121,10
1424581,16280,6
1424581,16282,1
1424581,18065,2
1424581,18068,11
1424581,19487,7
1424581,19659,9
1424581,19723,4
1424581,21719,8
1424582,1556,1
1424582,19627,2
1424583,10970,1
1424584,1561,1
1424584,14094,2
1424584,19723,3
1424585,10959,2
1424585,14101,4
1424585,16294,6
1424585,18068,8
1424585,18079,3
1424585,21719,5
1424585,21723,7
1424585,21726,1
1424586,14125,1
1424587,14104,3
1424587,14121,11
1424587,14122,12
1424587,16282,6
1424587,18065,4
1424587,18068,2
1424587,18070,1
1424587,18077,7
1424587,19487,5
1424587,19721,10
1424587,21719,8
1424587,21727,9
1426671,1561,3
1426671,14094,1
1426671,16306,2
1426672,19627,1
1426673,14109,1
1426674,19301,1
1426675,19627,1
1426676,14115,1
1426676,18070,2
1426677,16087,5
1426677,16221,3
1426677,16297,4
1426677,16305,2
1426677,19717,1
1426678,21722,1
1426679,14092,8
1426679,14094,10
1426679,14096,15
1426679,14098,19
1426679,14100,23
1426679,14104,21
1426679,14106,32
1426679,14107,33
1426679,14109,35
1426679,14110,41
1426679,14112,43
1426679,14113,47
1426679,14115,49
1426679,14116,50
1426679,14117,54
1426679,14118,56
1426679,14120,58
1426679,14121,64
1426679,14122,65
1426679,14123,69
1426679,14219,51
1426679,16280,11
1426679,16282,17
1426679,16284,20
1426679,16286,25
1426679,16287,30
1426679,16288,31
1426679,16291,34
1426679,16293,39
1426679,16294,42
1426679,16295,44
1426679,16296,46
1426679,16297,53
1426679,16303,72
1426679,16309,52
1426679,16316,45
1426679,17428,61
1426679,18063,18
1426679,18064,59
1426679,18065,36
1426679,18066,16
1426679,18067,2
1426679,18069,26
1426679,18071,38
1426679,18073,6
1426679,18074,22
1426679,18077,28
1426679,18078,7
1426679,18079,14
1426679,18080,68
1426679,19330,27
1426679,19459,3
1426679,19487,13
1426679,19627,37
1426679,19658,29
1426679,19659,1
1426679,19716,4
1426679,19717,9
1426679,19719,55
1426679,19720,57
1426679,19721,60
1426679,19723,71
1426679,21440,48
1426679,21717,5
1426679,21718,24
1426679,21719,40
1426679,21720,62
1426679,21721,66
1426679,21722,67
1426679,21723,70
1426679,22654,12
1426679,22851,63
1426680,16304,1
1426681,1504,4
1426681,1561,2
1426681,14094,3
1426681,16306,1
1426681,18068,5
1426682,14104,3
1426682,19725,2
1426682,19733,1
1426683,18068,2
1426683,21727,1
1426684,19724,1
1426685,10970,1
1429090,14113,1
1429090,19727,2
1429091,14104,10
1429091,14113,16
1429091,14122,19
1429091,16033,14
1429091,16087,18
1429091,16284,9
1429091,16286,11
1429091,16295,3
1429091,16296,4
1429091,16304,5
1429091,16306,2
1429091,18075,13
1429091,18078,7
1429091,19459,6
1429091,19487,8
1429091,19659,15
1429091,19720,1
1429091,19721,17
1429091,21719,12
1429092,14098,4
1429092,14104,1
1429092,19459,3
1429092,19721,5
1429092,21719,2
1429093,21723,1
1429094,1561,14
1429094,14104,5
1429094,16033,11
1429094,16305,2
1429094,16307,9
1429094,18075,10
1429094,18077,7
1429094,19487,4
1429094,19659,12
1429094,19716,3
1429094,19717,1
1429094,19719,13
1429094,19723,16
1429094,21374,8
1429094,21718,6
1429094,21722,15
1429095,16288,1
1429096,16033,2
1429096,19330,1
1429096,19719,3
1429097,18069,1
1429098,14113,2
1429098,14118,1
1429099,21720,1
1429100,14219,2
1429100,18068,3
1429100,19459,1
1429101,14117,5
1429101,16221,3
1429101,16295,4
1429101,17428,6
1429101,19487,2
1429101,21722,1
1429102,14107,1
1429103,21722,1
1429104,14104,1
1429105,19721,1
1429106,16297,1
1429107,16284,1
1429108,16284,1
1429109,14134,6
1429109,16304,2
1429109,16305,3
1429109,16307,4
1429109,18066,7
1429109,18082,1
1429109,21727,5
1429110,16306,1
1429111,14104,2
1429111,16297,5
1429111,19725,1
1429111,21374,4
1429111,22654,3
1429112,1556,1
1429113,19726,1
1429114,1561,6
1429114,14122,7
1429114,16296,5
1429114,18065,2
1429114,18068,1
1429114,19723,3
1429114,21719,4
1429115,1561,1
1430809,16294,3
1430809,19716,2
1430809,21726,1
1430810,16306,1
1430811,10972,1
1430812,14099,1
1430813,14099,5
1430813,14104,4
1430813,16221,6
1430813,16293,7
1430813,16309,9
1430813,18063,2
1430813,18068,11
1430813,21440,8
1430813,21721,10
1430813,21725,3
1430813,21728,1
1430814,19487,2
1430814,19725,1
1430815,16307,1
1430816,10970,1
1433149,16299,3
1433149,18066,1
1433149,18069,2
1433150,19627,1
1433151,18069,1
1433152,16284,1
1433152,22851,2
1433153,11611,7
1433153,14091,2
1433153,14114,11
1433153,14117,1
1433153,14123,17
1433153,16293,9
1433153,16295,10
1433153,16309,12
1433153,18063,4
1433153,18066,3
1433153,18069,5
1433153,18071,8
1433153,18080,16
1433153,19330,6
1433153,21720,13
1433153,21721,15
1433153,22851,14
1433154,19721,1
1433155,14118,1
1433156,14113,1
1433157,11612,4
1433157,14096,3
1433157,16087,1
1433157,18078,2
1433157,19659,5
1433157,19721,6
1433158,16297,1
1433159,14121,4
1433159,14122,5
1433159,16288,3
1433159,18068,6
1433159,18078,1
1433159,19716,2
1433160,1561,10
1433160,14104,1
1433160,14118,9
1433160,18065,6
1433160,18068,11
1433160,18077,5
1433160,19487,3
1433160,19627,7
1433160,19659,8
1433160,19716,2
1433160,19726,4
1433161,14094,1
1433161,16282,3
1433161,18064,4
1433161,19459,2
1433161,19723,5
1433162,14104,6
1433162,14121,9
1433162,16280,4
1433162,16288,7
1433162,16299,8
1433162,16303,12
1433162,16304,2
1433162,18068,11
1433162,19487,5
1433162,19627,1
1433162,19716,3
1433162,19728,10
1433163,18067,2
1433163,19459,1
1433164,11612,2
1433164,14109,1
1433164,14123,4
1433164,18064,3
1433164,19723,5
1433165,21720,1
1433166,21720,1
1433167,21720,1
1433168,14113,1
1433169,16297,1
1433170,14092,3
1433170,16306,2
1433170,19721,1
1433170,21719,4
1433171,1561,17
1433171,14101,10
1433171,14104,8
1433171,14118,15
1433171,16280,5
1433171,18064,16
1433171,18067,2
1433171,18068,19
1433171,18075,13
1433171,18078,3
1433171,19487,7
1433171,19716,1
1433171,19717,4
1433171,19719,14
1433171,19723,18
1433171,19726,9
1433171,21374,11
1433171,21726,12
1433171,22654,6
1433172,16287,1
1433173,18080,1
1433174,1504,12
1433174,14091,7
1433174,14092,9
1433174,14094,11
1433174,14096,17
1433174,14098,20
1433174,14106,29
1433174,14107,31
1433174,14109,33
1433174,14112,41
1433174,14113,45
1433174,14115,47
1433174,14116,48
1433174,14118,53
1433174,14120,55
1433174,14121,63
1433174,14122,64
1433174,14123,68
1433174,14219,49
1433174,16033,38
1433174,16087,58
1433174,16280,13
1433174,16282,18
1433174,16284,21
1433174,16286,24
1433174,16288,28
1433174,16291,32
1433174,16293,36
1433174,16294,39
1433174,16295,42
1433174,16296,44
1433174,16297,51
1433174,16299,60
1433174,16303,71
1433174,16309,50
1433174,16316,43
1433174,17428,59
1433174,18063,19
1433174,18064,56
1433174,18065,34
1433174,18067,2
1433174,18071,35
1433174,18072,30
1433174,18073,6
1433174,18074,22
1433174,18077,26
1433174,18078,8
1433174,18079,16
1433174,18080,67
1433174,19330,25
1433174,19459,3
1433174,19487,15
1433174,19627,1
1433174,19658,27
1433174,19659,40
1433174,19716,4
1433174,19717,10
1433174,19719,52
1433174,19720,54
1433174,19721,57
1433174,19723,70
1433174,21440,46
1433174,21717,5
1433174,21718,23
1433174,21719,37
1433174,21720,61
1433174,21721,65
1433174,21722,66
1433174,21723,69
1433174,22654,14
1433174,22851,62
1433175,14123,2
1433175,19659,1
1433176,18075,1
1433177,16285,1
1433178,14099,1
1433179,21374,1
1433180,18070,1
1433181,1504,9
1433181,1552,29
1433181,1556,31
1433181,11611,19
1433181,14091,6
1433181,14092,7
1433181,14099,15
1433181,14104,13
1433181,14114,24
1433181,14115,26
1433181,14118,2
1433181,14134,32
1433181,14219,27
1433181,16221,22
1433181,16282,11
1433181,16285,17
1433181,16299,34
1433181,16303,37
1433181,16304,3
1433181,16305,5
1433181,16306,20
1433181,16308,1
1433181,18066,10
1433181,18072,18
1433181,18074,14
1433181,18082,28
1433181,19724,8
1433181,19725,4
1433181,19727,21
1433181,19728,35
1433181,19733,33
1433181,21718,16
1433181,21721,36
1433181,21725,12
1433181,21726,23
1433181,21727,25
1433181,21728,30
1433182,19728,2
1433182,21727,1
1433183,11611,1
1433184,16221,1
1433184,21727,2
1433185,14115,3
1433185,18073,2
1433185,18082,1
1433185,21724,4
1433186,1561,1
1433187,18070,1
1433188,14125,1
1433189,14106,2
1433189,18075,1
1433190,11611,3
1433190,14114,6
1433190,16305,2
1433190,16307,5
1433190,19727,4
1433190,21728,1
1434852,21720,1
1434853,19719,2
1434853,21718,1
1434854,10970,2
1434854,19627,1
1434855,17428,1
1434856,18065,1
1434857,18069,1
1434858,16284,1
1434859,19723,2
1434859,21719,1
1434860,14113,1
1434861,18072,1
1434862,18073,1
1434862,19658,4
1434862,19716,2
1434862,19723,5
1434862,21717,3
1434863,11612,3
1434863,16295,4
1434863,18074,2
1434863,19721,5
1434863,21722,1
1434864,14219,1
1434865,16033,4
1434865,16087,6
1434865,16296,5
1434865,18064,1
1434865,18073,2
1434865,19487,3
1434865,19723,7
1434866,16287,1
1434867,14091,9
1434867,14092,11
1434867,14094,13
1434867,14096,17
1434867,14100,23
1434867,14104,21
1434867,14106,32
1434867,14109,35
1434867,14110,41
1434867,14112,45
1434867,14113,48
1434867,14115,50
1434867,14117,54
1434867,14118,2
1434867,14119,56
1434867,14120,58
1434867,14121,66
1434867,14122,67
1434867,14123,71
1434867,14219,51
1434867,16033,42
1434867,16087,61
1434867,16282,19
1434867,16284,20
1434867,16286,25
1434867,16287,30
1434867,16288,31
1434867,16291,34
1434867,16293,39
1434867,16294,43
1434867,16296,47
1434867,16297,53
1434867,16299,63
1434867,16303,73
1434867,16309,52
1434867,16316,46
1434867,17428,62
1434867,18063,1
1434867,18064,59
1434867,18065,36
1434867,18066,18
1434867,18067,4
1434867,18069,26
1434867,18071,38
1434867,18072,33
1434867,18073,8
1434867,18074,22
1434867,18077,28
1434867,18078,10
1434867,18079,16
1434867,18080,70
1434867,19330,27
1434867,19459,5
1434867,19487,15
1434867,19627,37
1434867,19658,29
1434867,19659,44
1434867,19716,6
1434867,19717,12
1434867,19719,55
1434867,19720,57
1434867,19721,60
1434867,21440,49
1434867,21717,7
1434867,21718,24
1434867,21719,40
1434867,21720,64
1434867,21721,68
1434867,21722,69
1434867,21723,72
1434867,21727,3
1434867,22654,14
1434867,22851,65
1434868,14118,2
1434868,18063,1
1434868,21727,3
1434869,14113,2
1434869,16307,1
1434870,1507,2
1434870,11611,5
1434870,14101,4
1434870,14114,9
1434870,16033,7
1434870,16307,6
1434870,19659,8
1434870,19733,1
1434870,21718,3
1434870,21721,11
1434870,21728,10
1434871,11611,1
1436506,19459,1
1436507,16221,4
1436507,16293,1
1436507,18066,3
1436507,19716,2
1436508,19658,1
1436509,14219,3
1436509,16282,1
1436509,16299,4
1436509,16316,2
1436509,19723,5
1436510,14096,1
1436510,19330,2
1436511,17428,1
1436512,14219,4
1436512,16282,1
1436512,16293,2
1436512,16299,6
1436512,16316,3
1436512,19719,5
1436512,19723,7
1436513,14096,11
1436513,14118,17
1436513,14121,18
1436513,14122,19
1436513,14219,16
1436513,16280,9
1436513,16282,1
1436513,16293,15
1436513,16299,5
1436513,16306,14
1436513,16316,3
1436513,17701,13
1436513,18065,2
1436513,18067,8
1436513,18068,7
1436513,19487,10
1436513,19719,4
1436513,19723,6
1436513,19728,20
1436513,21718,12
1436513,21721,21
1436513,21722,22
1436514,16282,3
1436514,16299,5
1436514,16316,4
1436514,19719,1
1436514,19723,2
1436515,14094,1
1436515,17428,3
1436515,18065,2
1436516,17428,1
1436517,22851,1
1436518,18066,1
1436519,16294,1
1436519,17428,2
1436520,14118,2
1436520,19659,1
1436521,16293,3
1436521,18074,2
1436521,21720,1
1436522,16287,4
1436522,16303,5
1436522,18066,2
1436522,18074,3
1436522,19330,1
1436523,14100,4
1436523,16282,1
1436523,16291,2
1436523,19717,3
1436523,19720,5
1436523,19723,6
1436524,18064,1
1436525,1507,3
1436525,14122,1
1436525,19459,2
1436526,14112,1
1436527,19721,1
1436528,14099,1
1436529,18075,1
1436530,19726,1
1436531,16285,1
1436532,14104,3
1436532,16282,2
1436532,16307,1
1436532,18077,4
1436532,21719,6
1436532,21726,5
1436533,21725,1
1436534,1561,1
1436535,19357,1
1436536,16305,2
1436536,19724,1
1436537,19725,1
1436538,16221,1
1436539,1504,1
1436539,14107,5
1436539,14109,6
1436539,16280,2
1436539,16284,3
1436539,16288,4
1436539,16296,8
1436539,19627,7
1438433,14092,3
1438433,14116,10
1438433,16286,4
1438433,16304,2
1438433,18065,1
1438433,18070,6
1438433,18077,7
1438433,19659,9
1438433,21719,5
1438433,21726,8
1438434,16296,1
1438435,21721,1
1438436,21718,1
1438437,14118,1
1438437,21721,2
1438438,21723,1
1438439,18077,1
1438440,18080,1
1438441,10972,11
1438441,14121,1
1438441,16282,5
1438441,16306,7
1438441,18065,8
1438441,18068,12
1438441,18077,6
1438441,19487,4
1438441,19716,2
1438441,19717,3
1438441,19721,9
1438441,19723,10
1438442,16295,1
1438443,19716,1
1438444,16282,5
1438444,18070,2
1438444,19716,1
1438444,21717,4
1438444,21723,6
1438444,21724,3
1438445,16316,1
1438446,21440,1
1438447,18072,1
1438448,14117,1
1438448,16287,2
1438449,16288,1
1438450,16293,2
1438450,18066,1
1438451,19721,1
1438452,14115,1
1438453,19330,1
1438454,18065,1
1438455,1504,6
1438455,14092,4
1438455,14094,5
1438455,14104,10
1438455,14109,13
1438455,14113,18
1438455,14118,21
1438455,14121,24
1438455,16087,22
1438455,16296,17
1438455,16299,23
1438455,16306,12
1438455,18064,1
1438455,18065,14
1438455,18068,27
1438455,18080,25
1438455,18082,20
1438455,19487,8
1438455,19659,16
1438455,19723,26
1438455,19725,2
1438455,19726,11
1438455,21717,3
1438455,21719,15
1438455,21725,9
1438455,21727,19
1438455,22654,7
1438456,10959,2
1438456,14101,6
1438456,14104,5
1438456,14121,11
1438456,16282,4
1438456,16294,10
1438456,18068,13
1438456,18077,7
1438456,18079,3
1438456,19716,1
1438456,21719,9
1438456,21723,12
1438456,21726,8
1438457,14091,1
1438458,16316,1
1438459,16316,1
1438460,19487,1
1438461,14092,7
1438461,14094,9
1438461,14096,14
1438461,14098,17
1438461,14104,19
1438461,14107,28
1438461,14109,30
1438461,14110,35
1438461,14112,39
1438461,14113,2
1438461,14115,43
1438461,14116,44
1438461,14118,49
1438461,14120,50
1438461,14121,58
1438461,14123,62
1438461,14219,45
1438461,16033,36
1438461,16087,53
1438461,16280,10
1438461,16282,15
1438461,16284,18
1438461,16288,26
1438461,16291,29
1438461,16293,33
1438461,16294,37
1438461,16295,40
1438461,16296,1
1438461,16297,47
1438461,16299,55
1438461,16303,65
1438461,16309,46
1438461,16316,41
1438461,17428,54
1438461,18063,16
1438461,18064,51
1438461,18065,31
1438461,18067,3
1438461,18069,22
1438461,18071,32
1438461,18072,27
1438461,18073,6
1438461,18074,20
1438461,18077,24
1438461,18079,13
1438461,18080,61
1438461,19330,23
1438461,19487,12
1438461,19658,25
1438461,19659,38
1438461,19716,4
1438461,19717,8
1438461,19719,48
1438461,19721,52
1438461,19723,64
1438461,21440,42
1438461,21717,5
1438461,21718,21
1438461,21719,34
1438461,21720,56
1438461,21721,59
1438461,21722,60
1438461,21723,63
1438461,22654,11
1438461,22851,57
1438462,21440,1
1438463,19717,1
1438464,14110,1
1438464,19487,3
1438464,19717,2
1438465,14091,8
1438465,14092,10
1438465,14096,16
1438465,14098,20
1438465,14100,24
1438465,14103,29
1438465,14104,22
1438465,14106,34
1438465,14107,36
1438465,14110,42
1438465,14112,45
1438465,14113,49
1438465,14115,1
1438465,14116,51
1438465,14117,55
1438465,14118,58
1438465,14119,57
1438465,14120,60
1438465,14121,68
1438465,14122,69
1438465,14123,73
1438465,14219,52
1438465,16033,43
1438465,16087,63
1438465,16280,12
1438465,16282,18
1438465,16284,21
1438465,16286,26
1438465,16287,32
1438465,16288,33
1438465,16291,37
1438465,16293,40
1438465,16294,44
1438465,16295,46
1438465,16296,48
1438465,16297,54
1438465,16299,65
1438465,16303,76
1438465,16309,53
1438465,16316,47
1438465,17428,64
1438465,18063,19
1438465,18064,61
1438465,18065,38
1438465,18066,17
1438465,18067,2
1438465,18069,27
1438465,18071,39
1438465,18072,35
1438465,18073,7
1438465,18074,23
1438465,18077,30
1438465,18078,9
1438465,18079,15
1438465,18080,72
1438465,19330,28
1438465,19459,4
1438465,19487,14
1438465,19658,31
1438465,19716,5
1438465,19717,11
1438465,19719,56
1438465,19720,59
1438465,19721,62
1438465,19723,75
1438465,21440,50
1438465,21717,6
1438465,21718,25
1438465,21719,41
1438465,21720,66
1438465,21721,70
1438465,21722,71
1438465,21723,74
1438465,22654,13
1438465,22851,67
1438465,22918,3
1438466,10970,1
1438466,16307,4
1438466,18068,2
1438466,21374,3
